
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
3557 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=5
3558 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=6
3559 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=7
3560 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=8
3561 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=9
3562 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=10
3563 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=11
3564 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=12
3565 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=13
3566 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=14
3567 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=15
3568 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=0
3569 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=1
3570 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=2
3571 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=3
3572 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=4
3573 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=5
3574 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=6
3575 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=7
3576 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=8
3577 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=9
3578 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=10
3579 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=11
3580 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=12
3581 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=13
3582 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=14
3583 1  # abs(compressedIeta)=13, compressedE=15, compressedShape=15
3584 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=0
3585 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=1
3586 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=2
3587 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=3
3588 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=4
3589 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=5
3590 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=6
3591 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=7
3592 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=8
3593 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=9
3594 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=10
3595 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=11
3596 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=12
3597 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=13
3598 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=14
3599 1  # abs(compressedIeta)=14, compressedE=0, compressedShape=15
3600 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=0
3601 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=1
3602 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=2
3603 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=3
3604 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=4
3605 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=5
3606 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=6
3607 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=7
3608 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=8
3609 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=9
3610 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=10
3611 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=11
3612 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=12
3613 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=13
3614 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=14
3615 1  # abs(compressedIeta)=14, compressedE=1, compressedShape=15
3616 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=0
3617 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=1
3618 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=2
3619 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=3
3620 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=4
3621 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=5
3622 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=6
3623 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=7
3624 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=8
3625 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=9
3626 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=10
3627 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=11
3628 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=12
3629 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=13
3630 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=14
3631 1  # abs(compressedIeta)=14, compressedE=2, compressedShape=15
3632 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=0
3633 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=1
3634 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=2
3635 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=3
3636 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=4
3637 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=5
3638 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=6
3639 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=7
3640 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=8
3641 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=9
3642 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=10
3643 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=11
3644 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=12
3645 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=13
3646 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=14
3647 1  # abs(compressedIeta)=14, compressedE=3, compressedShape=15
3648 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=0
3649 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=1
3650 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=2
3651 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=3
3652 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=4
3653 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=5
3654 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=6
3655 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=7
3656 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=8
3657 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=9
3658 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=10
3659 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=11
3660 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=12
3661 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=13
3662 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=14
3663 1  # abs(compressedIeta)=14, compressedE=4, compressedShape=15
3664 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=0
3665 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=1
3666 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=2
3667 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=3
3668 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=4
3669 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=5
3670 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=6
3671 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=7
3672 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=8
3673 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=9
3674 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=10
3675 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=11
3676 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=12
3677 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=13
3678 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=14
3679 1  # abs(compressedIeta)=14, compressedE=5, compressedShape=15
3680 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=0
3681 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=1
3682 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=2
3683 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=3
3684 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=4
3685 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=5
3686 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=6
3687 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=7
3688 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=8
3689 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=9
3690 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=10
3691 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=11
3692 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=12
3693 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=13
3694 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=14
3695 1  # abs(compressedIeta)=14, compressedE=6, compressedShape=15
3696 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=0
3697 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=1
3698 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=2
3699 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=3
3700 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=4
3701 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=5
3702 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=6
3703 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=7
3704 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=8
3705 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=9
3706 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=10
3707 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=11
3708 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=12
3709 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=13
3710 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=14
3711 1  # abs(compressedIeta)=14, compressedE=7, compressedShape=15
3712 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=0
3713 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=1
3714 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=2
3715 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=3
3716 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=4
3717 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=5
3718 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=6
3719 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=7
3720 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=8
3721 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=9
3722 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=10
3723 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=11
3724 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=12
3725 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=13
3726 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=14
3727 1  # abs(compressedIeta)=14, compressedE=8, compressedShape=15
3728 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=0
3729 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=1
3730 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=2
3731 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=3
3732 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=4
3733 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=5
3734 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=6
3735 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=7
3736 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=8
3737 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=9
3738 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=10
3739 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=11
3740 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=12
3741 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=13
3742 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=14
3743 1  # abs(compressedIeta)=14, compressedE=9, compressedShape=15
3744 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=0
3745 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=1
3746 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=2
3747 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=3
3748 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=4
3749 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=5
3750 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=6
3751 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=7
3752 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=8
3753 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=9
3754 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=10
3755 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=11
3756 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=12
3757 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=13
3758 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=14
3759 1  # abs(compressedIeta)=14, compressedE=10, compressedShape=15
3760 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=0
3761 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=1
3762 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=2
3763 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=3
3764 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=4
3765 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=5
3766 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=6
3767 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=7
3768 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=8
3769 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=9
3770 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=10
3771 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=11
3772 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=12
3773 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=13
3774 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=14
3775 1  # abs(compressedIeta)=14, compressedE=11, compressedShape=15
3776 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=0
3777 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=1
3778 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=2
3779 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=3
3780 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=4
3781 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=5
3782 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=6
3783 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=7
3784 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=8
3785 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=9
3786 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=10
3787 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=11
3788 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=12
3789 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=13
3790 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=14
3791 1  # abs(compressedIeta)=14, compressedE=12, compressedShape=15
3792 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=0
3793 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=1
3794 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=2
3795 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=3
3796 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=4
3797 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=5
3798 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=6
3799 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=7
3800 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=8
3801 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=9
3802 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=10
3803 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=11
3804 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=12
3805 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=13
3806 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=14
3807 1  # abs(compressedIeta)=14, compressedE=13, compressedShape=15
3808 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=0
3809 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=1
3810 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=2
3811 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=3
3812 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=4
3813 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=5
3814 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=6
3815 1  # abs(compressedIeta)=14, compressedE=14, compressedShape=7
