# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt. 
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 13 9 </header>

0 66 # ieta=1, ET=0, H/E<=0.12890625
5976 21 # ieta=24, ET=88, H/E<=0.041015625
5977 25 # ieta=24, ET=89, H/E<=0.048828125
5978 25 # ieta=24, ET=90, H/E<=0.048828125
5979 25 # ieta=24, ET=91, H/E<=0.048828125
5980 25 # ieta=24, ET=92, H/E<=0.048828125
5981 25 # ieta=24, ET=93, H/E<=0.048828125
5982 25 # ieta=24, ET=94, H/E<=0.048828125
5983 25 # ieta=24, ET=95, H/E<=0.048828125
5984 25 # ieta=24, ET=96, H/E<=0.048828125
5985 25 # ieta=24, ET=97, H/E<=0.048828125
5986 25 # ieta=24, ET=98, H/E<=0.048828125
5987 23 # ieta=24, ET=99, H/E<=0.044921875
5988 23 # ieta=24, ET=100, H/E<=0.044921875
5989 23 # ieta=24, ET=101, H/E<=0.044921875
5990 23 # ieta=24, ET=102, H/E<=0.044921875
5991 23 # ieta=24, ET=103, H/E<=0.044921875
5992 23 # ieta=24, ET=104, H/E<=0.044921875
5993 23 # ieta=24, ET=105, H/E<=0.044921875
5994 23 # ieta=24, ET=106, H/E<=0.044921875
5995 23 # ieta=24, ET=107, H/E<=0.044921875
5996 23 # ieta=24, ET=108, H/E<=0.044921875
5997 33 # ieta=24, ET=109, H/E<=0.064453125
5998 33 # ieta=24, ET=110, H/E<=0.064453125
5999 33 # ieta=24, ET=111, H/E<=0.064453125
6000 33 # ieta=24, ET=112, H/E<=0.064453125
6001 33 # ieta=24, ET=113, H/E<=0.064453125
6002 33 # ieta=24, ET=114, H/E<=0.064453125
6003 33 # ieta=24, ET=115, H/E<=0.064453125
6004 33 # ieta=24, ET=116, H/E<=0.064453125
6005 33 # ieta=24, ET=117, H/E<=0.064453125
6006 33 # ieta=24, ET=118, H/E<=0.064453125
6007 25 # ieta=24, ET=119, H/E<=0.048828125
6008 25 # ieta=24, ET=120, H/E<=0.048828125
6009 25 # ieta=24, ET=121, H/E<=0.048828125
6010 25 # ieta=24, ET=122, H/E<=0.048828125
6011 25 # ieta=24, ET=123, H/E<=0.048828125
6012 25 # ieta=24, ET=124, H/E<=0.048828125
6013 25 # ieta=24, ET=125, H/E<=0.048828125
6014 25 # ieta=24, ET=126, H/E<=0.048828125
6015 25 # ieta=24, ET=127, H/E<=0.048828125
6016 25 # ieta=24, ET=128, H/E<=0.048828125
6017 25 # ieta=24, ET=129, H/E<=0.048828125
6018 25 # ieta=24, ET=130, H/E<=0.048828125
6019 25 # ieta=24, ET=131, H/E<=0.048828125
6020 25 # ieta=24, ET=132, H/E<=0.048828125
6021 25 # ieta=24, ET=133, H/E<=0.048828125
6022 25 # ieta=24, ET=134, H/E<=0.048828125
6023 25 # ieta=24, ET=135, H/E<=0.048828125
6024 25 # ieta=24, ET=136, H/E<=0.048828125
6025 25 # ieta=24, ET=137, H/E<=0.048828125
6026 25 # ieta=24, ET=138, H/E<=0.048828125
6027 28 # ieta=24, ET=139, H/E<=0.0546875
6028 28 # ieta=24, ET=140, H/E<=0.0546875
6029 28 # ieta=24, ET=141, H/E<=0.0546875
6030 28 # ieta=24, ET=142, H/E<=0.0546875
6031 28 # ieta=24, ET=143, H/E<=0.0546875
6032 28 # ieta=24, ET=144, H/E<=0.0546875
6033 28 # ieta=24, ET=145, H/E<=0.0546875
6034 28 # ieta=24, ET=146, H/E<=0.0546875
6035 28 # ieta=24, ET=147, H/E<=0.0546875
6036 28 # ieta=24, ET=148, H/E<=0.0546875
6037 28 # ieta=24, ET=149, H/E<=0.0546875
6038 28 # ieta=24, ET=150, H/E<=0.0546875
6039 28 # ieta=24, ET=151, H/E<=0.0546875
6040 28 # ieta=24, ET=152, H/E<=0.0546875
6041 28 # ieta=24, ET=153, H/E<=0.0546875
6042 28 # ieta=24, ET=154, H/E<=0.0546875
6043 28 # ieta=24, ET=155, H/E<=0.0546875
6044 28 # ieta=24, ET=156, H/E<=0.0546875
6045 28 # ieta=24, ET=157, H/E<=0.0546875
6046 28 # ieta=24, ET=158, H/E<=0.0546875
6047 39 # ieta=24, ET=159, H/E<=0.076171875
6048 39 # ieta=24, ET=160, H/E<=0.076171875
6049 39 # ieta=24, ET=161, H/E<=0.076171875
6050 39 # ieta=24, ET=162, H/E<=0.076171875
6051 39 # ieta=24, ET=163, H/E<=0.076171875
6052 39 # ieta=24, ET=164, H/E<=0.076171875
6053 39 # ieta=24, ET=165, H/E<=0.076171875
6054 39 # ieta=24, ET=166, H/E<=0.076171875
6055 39 # ieta=24, ET=167, H/E<=0.076171875
6056 39 # ieta=24, ET=168, H/E<=0.076171875
6057 39 # ieta=24, ET=169, H/E<=0.076171875
6058 511 # ieta=24, ET=170, H/E<=0.998046875
6059 511 # ieta=24, ET=171, H/E<=0.998046875
6060 511 # ieta=24, ET=172, H/E<=0.998046875
6061 511 # ieta=24, ET=173, H/E<=0.998046875
6062 511 # ieta=24, ET=174, H/E<=0.998046875
6063 511 # ieta=24, ET=175, H/E<=0.998046875
6064 511 # ieta=24, ET=176, H/E<=0.998046875
6065 511 # ieta=24, ET=177, H/E<=0.998046875
6066 511 # ieta=24, ET=178, H/E<=0.998046875
6067 511 # ieta=24, ET=179, H/E<=0.998046875
6068 511 # ieta=24, ET=180, H/E<=0.998046875
6069 511 # ieta=24, ET=181, H/E<=0.998046875
6070 511 # ieta=24, ET=182, H/E<=0.998046875
6071 511 # ieta=24, ET=183, H/E<=0.998046875
6072 511 # ieta=24, ET=184, H/E<=0.998046875
6073 511 # ieta=24, ET=185, H/E<=0.998046875
6074 511 # ieta=24, ET=186, H/E<=0.998046875
6075 511 # ieta=24, ET=187, H/E<=0.998046875
6076 511 # ieta=24, ET=188, H/E<=0.998046875
6077 511 # ieta=24, ET=189, H/E<=0.998046875
6078 511 # ieta=24, ET=190, H/E<=0.998046875
6079 511 # ieta=24, ET=191, H/E<=0.998046875
6080 511 # ieta=24, ET=192, H/E<=0.998046875
6081 511 # ieta=24, ET=193, H/E<=0.998046875
6082 511 # ieta=24, ET=194, H/E<=0.998046875
6083 511 # ieta=24, ET=195, H/E<=0.998046875
6084 511 # ieta=24, ET=196, H/E<=0.998046875
6085 511 # ieta=24, ET=197, H/E<=0.998046875
6086 511 # ieta=24, ET=198, H/E<=0.998046875
6087 511 # ieta=24, ET=199, H/E<=0.998046875
6088 511 # ieta=24, ET=200, H/E<=0.998046875
6089 511 # ieta=24, ET=201, H/E<=0.998046875
6090 511 # ieta=24, ET=202, H/E<=0.998046875
6091 511 # ieta=24, ET=203, H/E<=0.998046875
6092 511 # ieta=24, ET=204, H/E<=0.998046875
6093 511 # ieta=24, ET=205, H/E<=0.998046875
6094 511 # ieta=24, ET=206, H/E<=0.998046875
6095 511 # ieta=24, ET=207, H/E<=0.998046875
6096 511 # ieta=24, ET=208, H/E<=0.998046875
6097 511 # ieta=24, ET=209, H/E<=0.998046875
6098 511 # ieta=24, ET=210, H/E<=0.998046875
6099 511 # ieta=24, ET=211, H/E<=0.998046875
6100 511 # ieta=24, ET=212, H/E<=0.998046875
6101 511 # ieta=24, ET=213, H/E<=0.998046875
6102 511 # ieta=24, ET=214, H/E<=0.998046875
6103 511 # ieta=24, ET=215, H/E<=0.998046875
6104 511 # ieta=24, ET=216, H/E<=0.998046875
6105 511 # ieta=24, ET=217, H/E<=0.998046875
6106 511 # ieta=24, ET=218, H/E<=0.998046875
6107 511 # ieta=24, ET=219, H/E<=0.998046875
6108 511 # ieta=24, ET=220, H/E<=0.998046875
6109 511 # ieta=24, ET=221, H/E<=0.998046875
6110 511 # ieta=24, ET=222, H/E<=0.998046875
6111 511 # ieta=24, ET=223, H/E<=0.998046875
6112 511 # ieta=24, ET=224, H/E<=0.998046875
6113 511 # ieta=24, ET=225, H/E<=0.998046875
6114 511 # ieta=24, ET=226, H/E<=0.998046875
6115 511 # ieta=24, ET=227, H/E<=0.998046875
6116 511 # ieta=24, ET=228, H/E<=0.998046875
6117 511 # ieta=24, ET=229, H/E<=0.998046875
6118 511 # ieta=24, ET=230, H/E<=0.998046875
6119 511 # ieta=24, ET=231, H/E<=0.998046875
6120 511 # ieta=24, ET=232, H/E<=0.998046875
6121 511 # ieta=24, ET=233, H/E<=0.998046875
6122 511 # ieta=24, ET=234, H/E<=0.998046875
6123 511 # ieta=24, ET=235, H/E<=0.998046875
6124 511 # ieta=24, ET=236, H/E<=0.998046875
6125 511 # ieta=24, ET=237, H/E<=0.998046875
6126 511 # ieta=24, ET=238, H/E<=0.998046875
6127 511 # ieta=24, ET=239, H/E<=0.998046875
6128 511 # ieta=24, ET=240, H/E<=0.998046875
6129 511 # ieta=24, ET=241, H/E<=0.998046875
6130 511 # ieta=24, ET=242, H/E<=0.998046875
6131 511 # ieta=24, ET=243, H/E<=0.998046875
6132 511 # ieta=24, ET=244, H/E<=0.998046875
6133 511 # ieta=24, ET=245, H/E<=0.998046875
6134 511 # ieta=24, ET=246, H/E<=0.998046875
6135 511 # ieta=24, ET=247, H/E<=0.998046875
6136 511 # ieta=24, ET=248, H/E<=0.998046875
6137 511 # ieta=24, ET=249, H/E<=0.998046875
6138 511 # ieta=24, ET=250, H/E<=0.998046875
6139 511 # ieta=24, ET=251, H/E<=0.998046875
6140 511 # ieta=24, ET=252, H/E<=0.998046875
6141 511 # ieta=24, ET=253, H/E<=0.998046875
6142 511 # ieta=24, ET=254, H/E<=0.998046875
6143 511 # ieta=24, ET=255, H/E<=0.998046875
6144 38 # ieta=25, ET=0, H/E<=0.07421875
6145 38 # ieta=25, ET=1, H/E<=0.07421875
6146 38 # ieta=25, ET=2, H/E<=0.07421875
6147 38 # ieta=25, ET=3, H/E<=0.07421875
6148 38 # ieta=25, ET=4, H/E<=0.07421875
6149 38 # ieta=25, ET=5, H/E<=0.07421875
6150 38 # ieta=25, ET=6, H/E<=0.07421875
6151 38 # ieta=25, ET=7, H/E<=0.07421875
6152 38 # ieta=25, ET=8, H/E<=0.07421875
6153 38 # ieta=25, ET=9, H/E<=0.07421875
6154 38 # ieta=25, ET=10, H/E<=0.07421875
6155 38 # ieta=25, ET=11, H/E<=0.07421875
6156 38 # ieta=25, ET=12, H/E<=0.07421875
6157 38 # ieta=25, ET=13, H/E<=0.07421875
6158 38 # ieta=25, ET=14, H/E<=0.07421875
6159 38 # ieta=25, ET=15, H/E<=0.07421875
6160 38 # ieta=25, ET=16, H/E<=0.07421875
6161 38 # ieta=25, ET=17, H/E<=0.07421875
6162 38 # ieta=25, ET=18, H/E<=0.07421875
6163 38 # ieta=25, ET=19, H/E<=0.07421875
6164 38 # ieta=25, ET=20, H/E<=0.07421875
6165 38 # ieta=25, ET=21, H/E<=0.07421875
6166 38 # ieta=25, ET=22, H/E<=0.07421875
6167 38 # ieta=25, ET=23, H/E<=0.07421875
6168 38 # ieta=25, ET=24, H/E<=0.07421875
6169 38 # ieta=25, ET=25, H/E<=0.07421875
6170 38 # ieta=25, ET=26, H/E<=0.07421875
6171 38 # ieta=25, ET=27, H/E<=0.07421875
6172 38 # ieta=25, ET=28, H/E<=0.07421875
6173 38 # ieta=25, ET=29, H/E<=0.07421875
6174 38 # ieta=25, ET=30, H/E<=0.07421875
6175 38 # ieta=25, ET=31, H/E<=0.07421875
6176 38 # ieta=25, ET=32, H/E<=0.07421875
6177 38 # ieta=25, ET=33, H/E<=0.07421875
6178 38 # ieta=25, ET=34, H/E<=0.07421875
6179 38 # ieta=25, ET=35, H/E<=0.07421875
6180 38 # ieta=25, ET=36, H/E<=0.07421875
6181 38 # ieta=25, ET=37, H/E<=0.07421875
6182 38 # ieta=25, ET=38, H/E<=0.07421875
6183 34 # ieta=25, ET=39, H/E<=0.06640625
6184 34 # ieta=25, ET=40, H/E<=0.06640625
6185 34 # ieta=25, ET=41, H/E<=0.06640625
6186 34 # ieta=25, ET=42, H/E<=0.06640625
6187 34 # ieta=25, ET=43, H/E<=0.06640625
6188 34 # ieta=25, ET=44, H/E<=0.06640625
6189 34 # ieta=25, ET=45, H/E<=0.06640625
6190 34 # ieta=25, ET=46, H/E<=0.06640625
6191 34 # ieta=25, ET=47, H/E<=0.06640625
6192 34 # ieta=25, ET=48, H/E<=0.06640625
6193 34 # ieta=25, ET=49, H/E<=0.06640625
6194 34 # ieta=25, ET=50, H/E<=0.06640625
6195 34 # ieta=25, ET=51, H/E<=0.06640625
6196 34 # ieta=25, ET=52, H/E<=0.06640625
6197 34 # ieta=25, ET=53, H/E<=0.06640625
6198 34 # ieta=25, ET=54, H/E<=0.06640625
6199 34 # ieta=25, ET=55, H/E<=0.06640625
6200 34 # ieta=25, ET=56, H/E<=0.06640625
6201 34 # ieta=25, ET=57, H/E<=0.06640625
6202 34 # ieta=25, ET=58, H/E<=0.06640625
6203 31 # ieta=25, ET=59, H/E<=0.060546875
6204 31 # ieta=25, ET=60, H/E<=0.060546875
6205 31 # ieta=25, ET=61, H/E<=0.060546875
6206 31 # ieta=25, ET=62, H/E<=0.060546875
6207 31 # ieta=25, ET=63, H/E<=0.060546875
6208 31 # ieta=25, ET=64, H/E<=0.060546875
6209 31 # ieta=25, ET=65, H/E<=0.060546875
6210 31 # ieta=25, ET=66, H/E<=0.060546875
6211 31 # ieta=25, ET=67, H/E<=0.060546875
6212 31 # ieta=25, ET=68, H/E<=0.060546875
6213 26 # ieta=25, ET=69, H/E<=0.05078125
6214 26 # ieta=25, ET=70, H/E<=0.05078125
6215 26 # ieta=25, ET=71, H/E<=0.05078125
6216 26 # ieta=25, ET=72, H/E<=0.05078125
6217 26 # ieta=25, ET=73, H/E<=0.05078125
6218 26 # ieta=25, ET=74, H/E<=0.05078125
6219 26 # ieta=25, ET=75, H/E<=0.05078125
6220 26 # ieta=25, ET=76, H/E<=0.05078125
6221 26 # ieta=25, ET=77, H/E<=0.05078125
6222 26 # ieta=25, ET=78, H/E<=0.05078125
6223 24 # ieta=25, ET=79, H/E<=0.046875
6224 24 # ieta=25, ET=80, H/E<=0.046875
6225 24 # ieta=25, ET=81, H/E<=0.046875
6226 24 # ieta=25, ET=82, H/E<=0.046875
6227 24 # ieta=25, ET=83, H/E<=0.046875
6228 24 # ieta=25, ET=84, H/E<=0.046875
6229 24 # ieta=25, ET=85, H/E<=0.046875
6230 24 # ieta=25, ET=86, H/E<=0.046875
6231 24 # ieta=25, ET=87, H/E<=0.046875
6232 24 # ieta=25, ET=88, H/E<=0.046875
6233 28 # ieta=25, ET=89, H/E<=0.0546875
6234 28 # ieta=25, ET=90, H/E<=0.0546875
6235 28 # ieta=25, ET=91, H/E<=0.0546875
6236 28 # ieta=25, ET=92, H/E<=0.0546875
6237 28 # ieta=25, ET=93, H/E<=0.0546875
6238 28 # ieta=25, ET=94, H/E<=0.0546875
6239 28 # ieta=25, ET=95, H/E<=0.0546875
6240 28 # ieta=25, ET=96, H/E<=0.0546875
6241 28 # ieta=25, ET=97, H/E<=0.0546875
6242 28 # ieta=25, ET=98, H/E<=0.0546875
6243 26 # ieta=25, ET=99, H/E<=0.05078125
6244 26 # ieta=25, ET=100, H/E<=0.05078125
6245 26 # ieta=25, ET=101, H/E<=0.05078125
6246 26 # ieta=25, ET=102, H/E<=0.05078125
6247 26 # ieta=25, ET=103, H/E<=0.05078125
6248 26 # ieta=25, ET=104, H/E<=0.05078125
6249 26 # ieta=25, ET=105, H/E<=0.05078125
6250 26 # ieta=25, ET=106, H/E<=0.05078125
6251 26 # ieta=25, ET=107, H/E<=0.05078125
6252 26 # ieta=25, ET=108, H/E<=0.05078125
6253 34 # ieta=25, ET=109, H/E<=0.06640625
6254 34 # ieta=25, ET=110, H/E<=0.06640625
6255 34 # ieta=25, ET=111, H/E<=0.06640625
6256 34 # ieta=25, ET=112, H/E<=0.06640625
6257 34 # ieta=25, ET=113, H/E<=0.06640625
6258 34 # ieta=25, ET=114, H/E<=0.06640625
6259 34 # ieta=25, ET=115, H/E<=0.06640625
6260 34 # ieta=25, ET=116, H/E<=0.06640625
6261 34 # ieta=25, ET=117, H/E<=0.06640625
6262 34 # ieta=25, ET=118, H/E<=0.06640625
6263 28 # ieta=25, ET=119, H/E<=0.0546875
6264 28 # ieta=25, ET=120, H/E<=0.0546875
6265 28 # ieta=25, ET=121, H/E<=0.0546875
6266 28 # ieta=25, ET=122, H/E<=0.0546875
6267 28 # ieta=25, ET=123, H/E<=0.0546875
6268 28 # ieta=25, ET=124, H/E<=0.0546875
6269 28 # ieta=25, ET=125, H/E<=0.0546875
6270 28 # ieta=25, ET=126, H/E<=0.0546875
6271 28 # ieta=25, ET=127, H/E<=0.0546875
6272 28 # ieta=25, ET=128, H/E<=0.0546875
6273 28 # ieta=25, ET=129, H/E<=0.0546875
6274 28 # ieta=25, ET=130, H/E<=0.0546875
6275 28 # ieta=25, ET=131, H/E<=0.0546875
6276 28 # ieta=25, ET=132, H/E<=0.0546875
6277 28 # ieta=25, ET=133, H/E<=0.0546875
6278 28 # ieta=25, ET=134, H/E<=0.0546875
6279 28 # ieta=25, ET=135, H/E<=0.0546875
6280 28 # ieta=25, ET=136, H/E<=0.0546875
6281 28 # ieta=25, ET=137, H/E<=0.0546875
6282 28 # ieta=25, ET=138, H/E<=0.0546875
6283 31 # ieta=25, ET=139, H/E<=0.060546875
6284 31 # ieta=25, ET=140, H/E<=0.060546875
6285 31 # ieta=25, ET=141, H/E<=0.060546875
6286 31 # ieta=25, ET=142, H/E<=0.060546875
6287 31 # ieta=25, ET=143, H/E<=0.060546875
6288 31 # ieta=25, ET=144, H/E<=0.060546875
6289 31 # ieta=25, ET=145, H/E<=0.060546875
6290 31 # ieta=25, ET=146, H/E<=0.060546875
6291 31 # ieta=25, ET=147, H/E<=0.060546875
6292 31 # ieta=25, ET=148, H/E<=0.060546875
6293 31 # ieta=25, ET=149, H/E<=0.060546875
6294 31 # ieta=25, ET=150, H/E<=0.060546875
6295 31 # ieta=25, ET=151, H/E<=0.060546875
6296 31 # ieta=25, ET=152, H/E<=0.060546875
6297 31 # ieta=25, ET=153, H/E<=0.060546875
6298 31 # ieta=25, ET=154, H/E<=0.060546875
6299 31 # ieta=25, ET=155, H/E<=0.060546875
6300 31 # ieta=25, ET=156, H/E<=0.060546875
6301 31 # ieta=25, ET=157, H/E<=0.060546875
6302 31 # ieta=25, ET=158, H/E<=0.060546875
6303 38 # ieta=25, ET=159, H/E<=0.07421875
6304 38 # ieta=25, ET=160, H/E<=0.07421875
6305 38 # ieta=25, ET=161, H/E<=0.07421875
6306 38 # ieta=25, ET=162, H/E<=0.07421875
6307 38 # ieta=25, ET=163, H/E<=0.07421875
6308 38 # ieta=25, ET=164, H/E<=0.07421875
6309 38 # ieta=25, ET=165, H/E<=0.07421875
6310 38 # ieta=25, ET=166, H/E<=0.07421875
6311 38 # ieta=25, ET=167, H/E<=0.07421875
6312 38 # ieta=25, ET=168, H/E<=0.07421875
6313 38 # ieta=25, ET=169, H/E<=0.07421875
6314 511 # ieta=25, ET=170, H/E<=0.998046875
6315 511 # ieta=25, ET=171, H/E<=0.998046875
6316 511 # ieta=25, ET=172, H/E<=0.998046875
6317 511 # ieta=25, ET=173, H/E<=0.998046875
6318 511 # ieta=25, ET=174, H/E<=0.998046875
6319 511 # ieta=25, ET=175, H/E<=0.998046875
6320 511 # ieta=25, ET=176, H/E<=0.998046875
6321 511 # ieta=25, ET=177, H/E<=0.998046875
6322 511 # ieta=25, ET=178, H/E<=0.998046875
6323 511 # ieta=25, ET=179, H/E<=0.998046875
6324 511 # ieta=25, ET=180, H/E<=0.998046875
6325 511 # ieta=25, ET=181, H/E<=0.998046875
6326 511 # ieta=25, ET=182, H/E<=0.998046875
6327 511 # ieta=25, ET=183, H/E<=0.998046875
6328 511 # ieta=25, ET=184, H/E<=0.998046875
6329 511 # ieta=25, ET=185, H/E<=0.998046875
6330 511 # ieta=25, ET=186, H/E<=0.998046875
6331 511 # ieta=25, ET=187, H/E<=0.998046875
6332 511 # ieta=25, ET=188, H/E<=0.998046875
6333 511 # ieta=25, ET=189, H/E<=0.998046875
6334 511 # ieta=25, ET=190, H/E<=0.998046875
6335 511 # ieta=25, ET=191, H/E<=0.998046875
6336 511 # ieta=25, ET=192, H/E<=0.998046875
6337 511 # ieta=25, ET=193, H/E<=0.998046875
6338 511 # ieta=25, ET=194, H/E<=0.998046875
6339 511 # ieta=25, ET=195, H/E<=0.998046875
6340 511 # ieta=25, ET=196, H/E<=0.998046875
6341 511 # ieta=25, ET=197, H/E<=0.998046875
6342 511 # ieta=25, ET=198, H/E<=0.998046875
6343 511 # ieta=25, ET=199, H/E<=0.998046875
6344 511 # ieta=25, ET=200, H/E<=0.998046875
6345 511 # ieta=25, ET=201, H/E<=0.998046875
6346 511 # ieta=25, ET=202, H/E<=0.998046875
6347 511 # ieta=25, ET=203, H/E<=0.998046875
6348 511 # ieta=25, ET=204, H/E<=0.998046875
6349 511 # ieta=25, ET=205, H/E<=0.998046875
6350 511 # ieta=25, ET=206, H/E<=0.998046875
6351 511 # ieta=25, ET=207, H/E<=0.998046875
6352 511 # ieta=25, ET=208, H/E<=0.998046875
6353 511 # ieta=25, ET=209, H/E<=0.998046875
6354 511 # ieta=25, ET=210, H/E<=0.998046875
6355 511 # ieta=25, ET=211, H/E<=0.998046875
6356 511 # ieta=25, ET=212, H/E<=0.998046875
6357 511 # ieta=25, ET=213, H/E<=0.998046875
6358 511 # ieta=25, ET=214, H/E<=0.998046875
6359 511 # ieta=25, ET=215, H/E<=0.998046875
6360 511 # ieta=25, ET=216, H/E<=0.998046875
6361 511 # ieta=25, ET=217, H/E<=0.998046875
6362 511 # ieta=25, ET=218, H/E<=0.998046875
6363 511 # ieta=25, ET=219, H/E<=0.998046875
6364 511 # ieta=25, ET=220, H/E<=0.998046875
6365 511 # ieta=25, ET=221, H/E<=0.998046875
6366 511 # ieta=25, ET=222, H/E<=0.998046875
6367 511 # ieta=25, ET=223, H/E<=0.998046875
6368 511 # ieta=25, ET=224, H/E<=0.998046875
6369 511 # ieta=25, ET=225, H/E<=0.998046875
6370 511 # ieta=25, ET=226, H/E<=0.998046875
6371 511 # ieta=25, ET=227, H/E<=0.998046875
6372 511 # ieta=25, ET=228, H/E<=0.998046875
6373 511 # ieta=25, ET=229, H/E<=0.998046875
6374 511 # ieta=25, ET=230, H/E<=0.998046875
6375 511 # ieta=25, ET=231, H/E<=0.998046875
6376 511 # ieta=25, ET=232, H/E<=0.998046875
6377 511 # ieta=25, ET=233, H/E<=0.998046875
6378 511 # ieta=25, ET=234, H/E<=0.998046875
6379 511 # ieta=25, ET=235, H/E<=0.998046875
6380 511 # ieta=25, ET=236, H/E<=0.998046875
6381 511 # ieta=25, ET=237, H/E<=0.998046875
6382 511 # ieta=25, ET=238, H/E<=0.998046875
6383 511 # ieta=25, ET=239, H/E<=0.998046875
6384 511 # ieta=25, ET=240, H/E<=0.998046875
6385 511 # ieta=25, ET=241, H/E<=0.998046875
6386 511 # ieta=25, ET=242, H/E<=0.998046875
6387 511 # ieta=25, ET=243, H/E<=0.998046875
6388 511 # ieta=25, ET=244, H/E<=0.998046875
6389 511 # ieta=25, ET=245, H/E<=0.998046875
6390 511 # ieta=25, ET=246, H/E<=0.998046875
6391 511 # ieta=25, ET=247, H/E<=0.998046875
6392 511 # ieta=25, ET=248, H/E<=0.998046875
6393 511 # ieta=25, ET=249, H/E<=0.998046875
6394 511 # ieta=25, ET=250, H/E<=0.998046875
6395 511 # ieta=25, ET=251, H/E<=0.998046875
6396 511 # ieta=25, ET=252, H/E<=0.998046875
6397 511 # ieta=25, ET=253, H/E<=0.998046875
6398 511 # ieta=25, ET=254, H/E<=0.998046875
6399 511 # ieta=25, ET=255, H/E<=0.998046875
6400 42 # ieta=26, ET=0, H/E<=0.08203125
6401 42 # ieta=26, ET=1, H/E<=0.08203125
6402 42 # ieta=26, ET=2, H/E<=0.08203125
6403 42 # ieta=26, ET=3, H/E<=0.08203125
6404 42 # ieta=26, ET=4, H/E<=0.08203125
6405 42 # ieta=26, ET=5, H/E<=0.08203125
6406 42 # ieta=26, ET=6, H/E<=0.08203125
6407 42 # ieta=26, ET=7, H/E<=0.08203125
6408 42 # ieta=26, ET=8, H/E<=0.08203125
6409 42 # ieta=26, ET=9, H/E<=0.08203125
6410 42 # ieta=26, ET=10, H/E<=0.08203125
6411 42 # ieta=26, ET=11, H/E<=0.08203125
6412 42 # ieta=26, ET=12, H/E<=0.08203125
6413 42 # ieta=26, ET=13, H/E<=0.08203125
6414 42 # ieta=26, ET=14, H/E<=0.08203125
6415 42 # ieta=26, ET=15, H/E<=0.08203125
6416 42 # ieta=26, ET=16, H/E<=0.08203125
6417 42 # ieta=26, ET=17, H/E<=0.08203125
6418 42 # ieta=26, ET=18, H/E<=0.08203125
6419 42 # ieta=26, ET=19, H/E<=0.08203125
6420 42 # ieta=26, ET=20, H/E<=0.08203125
6421 42 # ieta=26, ET=21, H/E<=0.08203125
6422 42 # ieta=26, ET=22, H/E<=0.08203125
6423 42 # ieta=26, ET=23, H/E<=0.08203125
6424 42 # ieta=26, ET=24, H/E<=0.08203125
6425 42 # ieta=26, ET=25, H/E<=0.08203125
6426 42 # ieta=26, ET=26, H/E<=0.08203125
6427 42 # ieta=26, ET=27, H/E<=0.08203125
6428 42 # ieta=26, ET=28, H/E<=0.08203125
6429 42 # ieta=26, ET=29, H/E<=0.08203125
6430 42 # ieta=26, ET=30, H/E<=0.08203125
6431 42 # ieta=26, ET=31, H/E<=0.08203125
6432 42 # ieta=26, ET=32, H/E<=0.08203125
6433 42 # ieta=26, ET=33, H/E<=0.08203125
6434 42 # ieta=26, ET=34, H/E<=0.08203125
6435 42 # ieta=26, ET=35, H/E<=0.08203125
6436 42 # ieta=26, ET=36, H/E<=0.08203125
6437 42 # ieta=26, ET=37, H/E<=0.08203125
6438 42 # ieta=26, ET=38, H/E<=0.08203125
6439 36 # ieta=26, ET=39, H/E<=0.0703125
6440 36 # ieta=26, ET=40, H/E<=0.0703125
6441 36 # ieta=26, ET=41, H/E<=0.0703125
6442 36 # ieta=26, ET=42, H/E<=0.0703125
6443 36 # ieta=26, ET=43, H/E<=0.0703125
6444 36 # ieta=26, ET=44, H/E<=0.0703125
6445 36 # ieta=26, ET=45, H/E<=0.0703125
6446 36 # ieta=26, ET=46, H/E<=0.0703125
6447 36 # ieta=26, ET=47, H/E<=0.0703125
6448 36 # ieta=26, ET=48, H/E<=0.0703125
6449 36 # ieta=26, ET=49, H/E<=0.0703125
6450 36 # ieta=26, ET=50, H/E<=0.0703125
6451 36 # ieta=26, ET=51, H/E<=0.0703125
6452 36 # ieta=26, ET=52, H/E<=0.0703125
6453 36 # ieta=26, ET=53, H/E<=0.0703125
6454 36 # ieta=26, ET=54, H/E<=0.0703125
6455 36 # ieta=26, ET=55, H/E<=0.0703125
6456 36 # ieta=26, ET=56, H/E<=0.0703125
6457 36 # ieta=26, ET=57, H/E<=0.0703125
6458 36 # ieta=26, ET=58, H/E<=0.0703125
6459 34 # ieta=26, ET=59, H/E<=0.06640625
6460 34 # ieta=26, ET=60, H/E<=0.06640625
6461 34 # ieta=26, ET=61, H/E<=0.06640625
6462 34 # ieta=26, ET=62, H/E<=0.06640625
6463 34 # ieta=26, ET=63, H/E<=0.06640625
6464 34 # ieta=26, ET=64, H/E<=0.06640625
6465 34 # ieta=26, ET=65, H/E<=0.06640625
6466 34 # ieta=26, ET=66, H/E<=0.06640625
6467 34 # ieta=26, ET=67, H/E<=0.06640625
6468 34 # ieta=26, ET=68, H/E<=0.06640625
6469 30 # ieta=26, ET=69, H/E<=0.05859375
